t_sec,security,action,trader,price,qty
837,1,Ask,T-037,85,5
837,1,Bid,T-001,90,100
837,1,Bid,T-001,90,100
838,1,Bid,T-001,90,100
838,1,Ask,T-013,98.9,50
839,1,Ask,T-013,98.9,50
839,1,ClearAsk,T-007,0,0
839,1,ClearBid,T-001,0,0
839,1,ClearBid,T-022,0,0
840,1,ClearAsk,T-001,0,0
840,1,ClearBid,T-007,0,0
840,1,Bid,T-030,100,100
840,1,Bid,T-001,90,100
841,1,Bid,T-001,90,100
841,1,ClearAsk,T-007,0,0
841,1,Bid,T-019,100,10
843,1,Bid,T-020,120,2
843,1,ClearAsk,T-018,0,0
843,1,Ask,T-024,110,1
843,1,Ask,T-032,99.99,260
844,1,ClearBid,T-018,0,0
845,1,Bid,T-019,100,10
848,1,Bid,T-020,120,2
848,1,Bid,T-020,120,2
848,1,Ask,T-034,120,120
848,1,Bid,T-020,120,2
849,1,Ask,T-035,95,80
850,1,Bid,T-002,100,1000
853,1,Bid,T-001,97,100
853,1,Bid,T-021,99,100
855,1,Bid,T-012,100,40
857,1,Bid,T-022,105,15
857,1,Bid,T-001,99,100
858,1,Ask,T-030,110,15
859,1,Ask,T-014,100,50
859,1,ClearAsk,T-013,0,0
860,1,Ask,T-002,120,467
860,1,ClearBid,T-013,0,0
861,1,Bid,T-031,101,500
861,1,Bid,T-035,100,80
862,1,ClearBid,T-012,0,0
862,1,ClearAsk,T-012,0,0
863,1,Ask,T-020,150,8
863,1,Bid,T-001,99,200
863,1,Bid,T-012,100,40
864,1,Ask,T-036,109,1
865,1,Ask,T-022,109,15
868,1,Ask,T-030,110,15
869,1,Bid,T-005,105,100
870,1,Bid,T-010,100,9
870,1,Ask,T-037,110,5
870,1,Bid,T-001,105,200
873,1,Bid,T-001,106,200
874,1,Bid,T-002,110,50
878,1,Bid,T-022,114,15
878,1,ClearBid,T-029,0,0
879,1,ClearAsk,T-029,0,0
879,1,Bid,T-035,112,80
879,1,Bid,T-001,106,200
880,1,Bid,T-031,120,500
881,1,Bid,T-012,112,40
882,1,Bid,T-019,120,500
883,1,Bid,T-001,115,200
884,1,Ask,T-040,200,10
885,1,Ask,T-031,121,100
887,1,Bid,T-001,121,200
888,1,Ask,T-031,122,100
888,1,ClearAsk,T-021,0,0
889,1,ClearBid,T-022,0,0
889,1,Bid,T-001,121,200
889,1,ClearBid,T-021,0,0
890,1,Ask,T-031,123,100
890,1,ClearAsk,T-021,0,0
891,1,ClearBid,T-005,0,0
891,1,Ask,T-002,130,71
896,1,Ask,T-031,128,100
896,1,Ask,T-018,190,2
896,1,ClearAsk,T-003,0,0
898,1,Ask,T-001,139,100
899,1,Bid,T-029,125,100
900,1,ClearBid,T-003,0,0
900,1,Ask,T-014,121,71
900,1,ClearAsk,T-003,0,0
900,1,ClearBid,T-003,0,0
901,1,ClearAsk,T-003,0,0
901,1,Ask,T-032,149,200
901,1,ClearBid,T-003,0,0
904,1,ClearBid,T-010,0,0
904,1,Ask,T-034,180,20
904,1,Bid,T-022,127,15
905,1,ClearAsk,T-003,0,0
906,1,Bid,T-002,150,100
907,1,Bid,T-002,150,100
908,1,Bid,T-002,150,100
909,1,Ask,T-031,140,100
909,1,Bid,T-002,150,100
910,1,Bid,T-027,50,20
910,1,Bid,T-002,150,100
911,1,ClearAsk,T-003,0,0
911,1,Bid,T-010,130,5
912,1,ClearBid,T-032,0,0
912,1,ClearAsk,T-032,0,0
912,1,Bid,T-013,125,2000
914,1,ClearAsk,T-003,0,0
914,1,ClearBid,T-022,0,0
914,1,ClearAsk,T-022,0,0
915,1,ClearBid,T-010,0,0
915,1,Bid,T-018,120,10
915,1,Bid,T-001,148,300
915,1,ClearAsk,T-010,0,0
915,1,Ask,T-005,300,50
916,1,Ask,T-033,175,20
916,1,ClearBid,T-010,0,0
918,1,Ask,T-002,200,408
919,1,Bid,T-021,150,100
919,1,ClearAsk,T-003,0,0
922,1,Bid,T-010,200,2
923,1,ClearBid,T-003,0,0
923,1,Bid,T-006,150,5
923,1,ClearAsk,T-003,0,0
924,1,Bid,T-002,199,300
924,1,ClearBid,T-003,0,0
926,1,Ask,T-003,900,3
929,1,ClearBid,T-002,0,0
929,1,Bid,T-006,150,5
930,1,ClearAsk,T-013,0,0
930,1,ClearBid,T-013,0,0
931,1,Bid,T-035,250,80
934,1,Ask,T-001,130,300
935,1,Ask,T-026,299,5
936,1,Bid,T-039,149,10
937,1,Bid,T-012,130,25
938,1,Bid,T-002,300,100
939,1,Ask,T-014,199,118
941,1,Ask,T-035,450,80
944,1,Bid,T-030,130,10
945,1,Bid,T-037,120,5
946,1,Ask,T-032,500,156
946,1,ClearBid,T-036,0,0
947,1,Bid,T-022,300,15
947,1,ClearAsk,T-036,0,0
948,1,Ask,T-005,700,50
948,1,Ask,T-010,350,2
949,1,Bid,T-029,150,100
949,1,Bid,T-002,500,100
951,1,Bid,T-007,80,500
951,1,Bid,T-002,500,100
951,1,ClearBid,T-029,0,0
951,1,Bid,T-034,180,100
951,1,ClearAsk,T-029,0,0
951,1,Bid,T-002,500,100
953,1,ClearBid,T-027,0,0
957,1,Bid,T-030,600,10
959,1,ClearAsk,T-022,0,0
960,1,ClearBid,T-022,0,0
961,1,Ask,T-028,2000,3
961,1,Ask,T-021,600,100
964,1,Bid,T-002,700,100
965,1,Bid,T-035,100,80
965,1,Bid,T-035,100,80
965,1,Bid,T-035,100,80
965,1,Bid,T-035,100,80
965,1,Bid,T-035,100,80
965,1,Bid,T-035,100,80
966,1,ClearBid,T-002,0,0
966,1,Bid,T-035,100,80
966,1,Bid,T-035,100,80
966,1,Bid,T-035,100,80
966,1,Bid,T-004,135,20
966,1,Bid,T-035,100,80
966,1,Bid,T-035,100,80
966,1,Bid,T-035,100,80
966,1,Bid,T-035,100,80
967,1,Bid,T-035,100,80
967,1,Bid,T-035,100,80
967,1,Bid,T-035,100,80
967,1,Bid,T-035,100,80
967,1,Bid,T-035,100,80
967,1,Bid,T-035,100,80
967,1,Bid,T-008,510,100
967,1,Bid,T-035,100,80
969,1,Bid,T-035,100,80
969,1,Bid,T-035,100,80
969,1,Bid,T-035,100,80
969,1,Bid,T-035,100,80
969,1,Bid,T-035,100,80
969,1,Bid,T-035,100,80
970,1,Bid,T-035,100,80
971,1,Bid,T-035,100,80
971,1,Bid,T-035,100,80
971,1,Bid,T-035,100,80
971,1,Bid,T-035,100,80
971,1,Bid,T-035,100,80
972,1,Bid,T-035,100,80
972,1,Bid,T-035,100,80
972,1,Bid,T-035,100,80
972,1,Bid,T-035,100,80
974,1,Bid,T-035,100,80
974,1,Bid,T-035,100,80
975,1,ClearBid,T-008,0,0
975,1,Ask,T-030,500,10
976,1,Bid,T-030,500,10
977,1,Bid,T-030,500,10
977,1,ClearAsk,T-007,0,0
977,1,Bid,T-011,110,10
977,1,ClearAsk,T-007,0,0
979,1,ClearBid,T-035,0,0
979,1,Ask,T-032,1600,60
979,1,Ask,T-040,10000,100
979,1,ClearAsk,T-035,0,0
982,1,Ask,T-015,1000,20
982,1,ClearBid,T-004,0,0
982,1,Bid,T-030,500,10
983,1,Ask,T-002,1500,300
986,1,Bid,T-001,3000,50
986,1,Ask,T-001,3000,50
987,1,Ask,T-001,3000,50
988,1,Ask,T-024,5000,3
989,1,Ask,T-029,700,71
991,1,Bid,T-036,550,2
995,1,Ask,T-034,1400,20
998,1,Bid,T-007,550.1,5
1001,1,Bid,T-030,40,10
1002,1,Bid,T-022,700,10
1005,1,Bid,T-030,40,10
1005,1,Bid,T-035,100,80
1006,1,Bid,T-030,40,10
1007,1,Bid,T-035,100,80
1007,1,Bid,T-035,100,80
1009,1,Bid,T-030,100,10
1009,1,ClearBid,T-007,0,0
1010,1,ClearAsk,T-007,0,0
1010,1,ClearAsk,T-007,0,0
1013,1,ClearAsk,T-007,0,0
1013,1,ClearAsk,T-007,0,0
1016,1,Ask,T-021,2000,300
1017,1,Bid,T-030,400,10
1018,1,Ask,T-032,1595,100
1018,1,Ask,T-005,2900,38
1019,1,ClearBid,T-007,0,0
1019,1,Bid,T-024,750,2
1020,1,Bid,T-036,750,2
1020,1,Bid,T-002,5000,10000
1021,1,ClearBid,T-022,0,0
1021,1,Ask,T-005,9999.99,38
1021,1,Ask,T-040,1000,1
1022,1,Bid,T-025,400,10
1022,1,ClearAsk,T-007,0,0
1022,1,ClearBid,T-002,0,0
1023,1,ClearBid,T-007,0,0
1032,1,Bid,T-015,900,50
1033,1,ClearBid,T-021,0,0
1033,1,ClearAsk,T-021,0,0
1034,1,Ask,T-002,9999,567
1034,1,Bid,T-022,2000,10
1034,1,ClearAsk,T-007,0,0
1034,1,Bid,T-030,550,1
1034,1,ClearBid,T-007,0,0
1035,1,Bid,T-024,1000,2
1038,1,Bid,T-030,550,1
1042,1,Bid,T-003,100,30
1044,1,Bid,T-024,1000,10
1046,1,Ask,T-040,5000,10
1051,1,Bid,T-003,1,300
1051,1,ClearBid,T-015,0,0
1052,1,Bid,T-001,2300,100
1052,1,Ask,T-005,9998,35
1052,1,Bid,T-030,550,2
1052,1,Bid,T-024,2000,10
1054,1,Bid,T-003,10,300
1055,1,Ask,T-040,9000,10
1055,1,Bid,T-029,2000,10
1058,1,Bid,T-024,2500,10
1060,1,Ask,T-021,8000,13
1062,1,Bid,T-001,2700,100
1063,1,Bid,T-008,2600,1000
1064,1,ClearBid,T-008,0,0
1065,1,Bid,T-008,2600,1000
1065,1,Bid,T-002,8000,500
1065,1,ClearBid,T-024,0,0
1065,1,Bid,T-019,9999,567
1066,1,ClearBid,T-002,0,0
1067,1,Bid,T-014,2500,150
1067,1,Ask,T-032,9997,14
1069,1,Ask,T-005,9000,36
1071,1,Bid,T-024,3000,10
1071,1,Ask,ME,8000,20
1074,1,Bid,T-030,2500,2
1074,1,ClearBid,T-008,0,0
1077,1,Bid,T-002,10000,500
1077,1,Bid,T-008,2650,1000
1080,1,ClearBid,T-008,0,0
1081,1,Bid,T-002,10000,500
1083,1,ClearBid,T-014,0,0
1083,1,ClearBid,T-008,0,0
1083,1,Ask,T-021,9000,13
1083,1,Bid,T-001,8000,100
1085,1,Bid,T-030,2500,1
1085,1,Bid,T-019,9999,35
1085,1,ClearBid,T-002,0,0
1086,1,Bid,T-035,3200,100
1087,1,Bid,T-030,2500,1
1087,1,Bid,T-030,2500,1
1087,1,Bid,T-030,2500,1
1087,1,ClearBid,T-024,0,0
1087,1,Ask,T-040,10000,1
1088,1,Bid,T-030,2500,1
1088,1,Bid,T-030,2500,1
1088,1,ClearAsk,T-024,0,0
1088,1,ClearAsk,T-024,0,0
1088,1,ClearAsk,T-024,0,0
1089,1,Bid,T-002,10000,500
1090,1,ClearBid,T-002,0,0
1090,1,Bid,T-020,2000,10
1094,1,ClearBid,T-014,0,0
1094,1,Bid,T-005,9000,38
1094,1,ClearBid,T-014,0,0
1096,1,ClearAsk,T-014,0,0
1097,1,ClearAsk,T-014,0,0
1100,1,Ask,T-040,20000,1
1104,1,Bid,T-035,3200,100
1106,1,Bid,T-019,9001,600
1106,1,Bid,T-029,9001,10
1107,1,ClearBid,T-005,0,0
1107,1,Bid,ME,4000,100
1108,1,ClearBid,T-036,0,0
1108,1,ClearAsk,T-036,0,0
1109,1,Ask,T-002,25000,209
1111,1,Bid,T-030,3000,2
1112,1,Bid,T-005,9100,100
1113,1,Ask,T-009,20000,10
1117,1,Bid,T-026,30,200
1118,1,Bid,T-014,9200,100
1118,1,Bid,T-029,9100,10
1121,1,Bid,T-019,9300,600
1122,1,Bid,T-035,10000,100
1127,1,Ask,T-040,25000,1
1128,1,Bid,T-001,25000,1
1129,1,Ask,T-021,23000,8
1131,1,Ask,T-040,25000,1
1132,1,Ask,T-040,25000,1
1132,1,Bid,T-015,12000,2
1133,1,Bid,T-037,11000,1
1134,1,Ask,T-001,25000,1
1134,1,Ask,T-001,25000,1
1134,1,Bid,T-025,8000,10
1134,1,Ask,T-040,25000,1
1135,1,Bid,T-029,12000,10
1136,1,Bid,T-022,15000,10
1138,1,ClearBid,T-037,0,0
1140,1,ClearBid,T-005,0,0
1140,1,ClearAsk,T-005,0,0
1141,1,Ask,T-009,24000,10
1141,1,Bid,T-029,20000,10
1143,1,Ask,T-040,22000,1
1146,1,ClearBid,T-035,0,0
1146,1,Bid,T-002,24000,209
1146,1,ClearAsk,T-035,0,0
1146,1,Bid,T-022,20000,10
1147,1,Bid,T-030,7000,2
1147,1,Bid,T-019,20000,200
1150,1,ClearAsk,T-014,0,0
1150,1,ClearBid,T-014,0,0
1151,1,Bid,T-035,10000,1
1152,1,Bid,T-008,22000,1000
1154,1,Ask,T-040,22000,1
1155,1,Bid,T-019,21000,200
1156,1,ClearBid,T-008,0,0
1157,1,Bid,T-008,22000,100
1159,1,Ask,T-021,24000,1
1160,1,Ask,T-040,24999,1
1161,1,Ask,T-040,24999,1
1161,1,ClearBid,T-020,0,0
1161,1,Ask,T-040,24999,1
1162,1,Bid,T-029,24001,5
1162,1,Ask,T-040,24999,1
1162,1,Ask,T-040,24999,1
1162,1,Bid,T-019,24000,200
1162,1,Ask,T-040,24999,1
1163,1,Bid,T-030,24000,2
1163,1,Ask,T-001,24999,1
1163,1,Bid,T-002,24000,209
1163,1,Ask,T-001,24999,1
1164,1,Bid,T-019,24000,200
1166,1,ClearBid,T-008,0,0
1166,1,Bid,T-025,24000,10
1166,1,Bid,T-002,24999,209
1168,1,ClearBid,T-002,0,0
1171,1,Bid,T-030,24000,2
1171,1,Bid,T-019,25000,200
1172,1,ClearAsk,T-014,0,0
1173,1,Bid,T-029,25000,5
1173,1,ClearBid,T-014,0,0
1174,1,Bid,T-005,25000,38
1177,1,Bid,T-020,20000,200
1180,1,ClearBid,T-022,0,0
1180,1,ClearAsk,T-022,0,0
1182,1,Bid,T-030,24888,2
1187,1,ClearBid,T-029,0,0
1187,1,ClearAsk,T-029,0,0
1189,1,Ask,T-009,25000,10
1191,1,Ask,T-029,2700,4
1193,1,Ask,T-002,25000,28
1196,1,Bid,T-019,25000,400
1202,1,Ask,T-040,25000,1
1203,1,ClearBid,T-020,0,0
1204,1,ClearBid,T-020,0,0
1204,1,ClearBid,T-020,0,0
1204,1,Ask,T-040,25000,1
1205,1,Bid,T-008,24900,100
1205,1,Ask,T-040,25000,1
1208,1,Ask,T-007,25000,-1
1208,1,Bid,T-001,24999,2
1209,1,ClearAsk,T-020,0,0
1209,1,ClearAsk,T-020,0,0
1210,1,Ask,T-040,25000,1
1210,1,ClearBid,T-020,0,0
1210,1,ClearBid,T-020,0,0
1210,1,ClearAsk,T-007,0,0
1210,1,ClearAsk,T-007,0,0
1210,1,Bid,T-019,25000,400
1210,1,Ask,T-040,25000,1
1211,1,Ask,T-040,25000,1
1211,1,Ask,T-040,25000,1
1211,1,Ask,T-040,25000,1
1212,1,Ask,T-040,25000,1
1212,1,Ask,T-040,25000,1
1212,1,Ask,T-040,25000,1
1212,1,Ask,T-040,25000,1
1212,1,Ask,T-040,25000,1
1213,1,ClearAsk,T-029,0,0
1214,1,ClearBid,T-029,0,0
1214,1,ClearBid,T-007,0,0
1214,1,Ask,T-040,25000,1
1214,1,Ask,T-040,25000,1
1214,1,Ask,T-040,25000,1
1215,1,Ask,T-040,25000,1
1215,1,Ask,T-040,25000,1
1215,1,Ask,T-040,25000,1
1216,1,Bid,T-004,50,10
1216,1,Ask,T-040,25000,1
1217,1,Ask,T-040,25000,1
1218,1,Ask,T-040,25000,1
1218,1,ClearBid,T-008,0,0
1219,1,Ask,T-040,25000,1
1219,1,Ask,T-040,25000,1
1219,1,Ask,T-040,25000,1
1220,1,Ask,T-040,25000,1
1222,1,ClearBid,T-029,0,0
1222,1,ClearAsk,T-029,0,0
1222,1,Bid,T-033,5000,100
1223,1,Ask,T-040,25000,1
1224,1,Ask,T-040,25000,1
1224,1,Bid,T-019,25000,400
1224,1,Ask,T-009,25000,10
1224,1,Ask,T-040,25000,1
1225,1,Ask,T-040,25000,1
1225,1,Ask,T-040,25000,1
1225,1,Ask,T-040,25000,1
1225,1,Bid,T-001,25000,100
1226,1,Ask,T-040,25000,1
1227,1,Ask,T-040,25000,1
1227,1,Ask,T-040,25000,1
1228,1,Ask,T-040,25000,1
1228,1,Ask,T-040,25000,1
1228,1,Ask,T-040,25000,1
1228,1,Ask,T-040,25000,1
1228,1,Ask,T-040,25000,1
1229,1,Ask,T-040,25000,1
1229,1,Ask,T-040,25000,1
1229,1,Ask,T-040,25000,1
1229,1,Ask,T-040,25000,1
1229,1,Ask,T-040,25000,1
1230,1,Ask,T-040,25000,1
1230,1,Ask,T-040,25000,1
1230,1,Ask,T-040,25000,1
1230,1,Ask,T-040,25000,1
1233,1,Bid,T-030,25000,3
1234,1,Bid,T-019,25000,311
1236,1,Ask,T-040,25000,1
1236,1,Ask,T-007,25000,-1
1236,1,Ask,T-040,25000,1
1237,1,Ask,T-040,25000,1
1237,1,Ask,T-040,25000,1
1237,1,Ask,T-040,25000,1
1238,1,Ask,T-040,25000,1
1238,1,Bid,T-007,25000,-1
1238,1,Ask,T-040,25000,1
1238,1,Ask,T-040,25000,1
1238,1,ClearBid,T-033,0,0
1238,1,Ask,T-040,25000,1
1238,1,Ask,T-040,25000,1
1238,1,Ask,T-040,25000,1
1239,1,Ask,T-040,25000,1
1239,1,Ask,T-040,25000,1
1239,1,ClearBid,T-033,0,0
1239,1,Ask,T-040,25000,1
1239,1,ClearBid,T-033,0,0
1239,1,Ask,T-040,25000,1
1239,1,Ask,T-040,25000,1
1240,1,Ask,T-040,25000,1
1240,1,ClearAsk,T-033,0,0
1240,1,Ask,T-040,25000,1
1240,1,Ask,T-040,25000,1
1240,1,Ask,T-040,25000,1
1240,1,Ask,T-040,25000,1
1240,1,Ask,T-040,25000,1
1240,1,Ask,T-040,25000,1
1241,1,Ask,T-040,25000,1
1241,1,ClearBid,T-007,0,0
1241,1,ClearBid,T-004,0,0
1241,1,Ask,T-040,25000,1
1241,1,Ask,T-040,25000,1
1241,1,ClearAsk,T-007,0,0
1241,1,Ask,T-040,25000,1
1241,1,Ask,T-040,25000,1
1241,1,Ask,T-040,25000,1
1242,1,Ask,T-040,25000,1
1242,1,Ask,T-040,25000,1
1242,1,ClearAsk,T-004,0,0
1242,1,Ask,T-040,25000,1
1242,1,Ask,T-040,25000,1
1242,1,Ask,T-040,25000,1
1242,1,Ask,T-040,25000,1
1243,1,Ask,T-040,25000,1
1243,1,Ask,T-040,25000,1
1243,1,Ask,T-040,25000,1
1243,1,Ask,T-040,25000,1
1243,1,Ask,T-040,25000,1
1243,1,Ask,T-040,25000,1
1243,1,Ask,T-040,25000,1
1244,1,Ask,T-040,25000,1
1244,1,Bid,T-015,25000,1000
1244,1,Ask,T-040,25000,1
1244,1,Ask,T-040,25000,1
1244,1,Ask,T-040,25000,1
1244,1,Ask,T-040,25000,1
1244,1,Ask,T-040,25000,1
1245,1,Ask,T-040,25000,1
1245,1,Ask,T-040,25000,1
1245,1,Ask,T-040,25000,1
1245,1,Ask,T-040,25000,1
1245,1,Ask,T-040,25000,1
1245,1,Ask,T-040,25000,1
1246,1,Ask,T-040,25000,1
1246,1,Ask,T-040,25000,1
1246,1,Ask,T-040,25000,1
1246,1,Ask,T-040,25000,1
1246,1,Ask,T-040,25000,1
1246,1,Ask,T-040,25000,1
1246,1,Ask,T-040,25000,1
1247,1,Ask,T-040,25000,1
1247,1,Ask,T-040,25000,1
1247,1,Ask,T-040,25000,1
1247,1,Ask,T-007,25000,-100
1247,1,Ask,T-040,25000,1
1247,1,ClearBid,T-012,0,0
1247,1,Ask,T-040,25000,1
1247,1,Ask,T-040,25000,1
1247,1,Ask,T-040,25000,1
1248,1,Ask,T-040,25000,1
1248,1,Ask,T-040,25000,1
1248,1,Ask,T-040,25000,1
1248,1,ClearAsk,T-012,0,0
1248,1,Ask,T-040,25000,1
1248,1,Ask,T-040,25000,1
1248,1,Ask,T-040,25000,1
1248,1,Ask,T-040,25000,1
1249,1,Ask,T-040,25000,1
1249,1,ClearBid,T-001,0,0
1249,1,Ask,T-040,25000,1
1249,1,Ask,T-040,25000,1
1249,1,ClearAsk,T-001,0,0
1249,1,Ask,T-040,25000,1
1249,1,Ask,T-040,25000,1
1249,1,Ask,T-040,25000,1
1250,1,Ask,T-040,25000,1
1250,1,Ask,T-040,25000,1
1250,1,Ask,T-040,25000,1
1250,1,Ask,T-040,25000,1
1250,1,Ask,T-040,25000,1
1250,1,Ask,T-040,25000,1
1250,1,Ask,T-040,25000,1
1251,1,Ask,T-040,25000,1
1251,1,Ask,T-040,25000,1
1251,1,Ask,T-040,25000,1
1251,1,Ask,T-040,25000,1
1251,1,Ask,T-040,25000,1
1251,1,Ask,T-040,25000,1
1252,1,Ask,T-040,25000,1
1252,1,Ask,T-040,25000,1
1252,1,Ask,T-040,25000,1
1252,1,Ask,T-040,25000,1
1252,1,Ask,T-040,25000,1
1252,1,Ask,T-040,25000,1
1252,1,Ask,T-040,25000,1
1253,1,Ask,T-040,25000,1
1253,1,ClearAsk,T-001,0,0
1253,1,Ask,T-040,25000,1
1253,1,Ask,T-040,25000,1
1253,1,Ask,T-040,25000,1
1253,1,Ask,T-040,25000,1
1253,1,ClearBid,T-001,0,0
1253,1,Ask,T-040,25000,1
1253,1,Ask,T-040,25000,1
1254,1,Bid,T-005,20000,300
1254,1,Ask,T-040,25000,1
1254,1,Ask,T-040,25000,1
1254,1,Ask,T-040,25000,1
1254,1,Ask,T-040,25000,1
1254,1,Ask,T-040,25000,1
1254,1,Ask,T-040,25000,1
1254,1,Ask,T-040,25000,1
1255,1,Ask,T-040,25000,1
1255,1,Ask,T-040,25000,1
1255,1,Ask,T-029,25000,1
1255,1,Ask,T-040,25000,1
1255,1,Ask,T-040,25000,1
1255,1,Ask,T-040,25000,1
1255,1,Ask,T-040,25000,1
1256,1,Ask,T-040,25000,1
1256,1,Ask,T-040,25000,1
1256,1,Ask,T-040,25000,1
1256,1,Ask,T-040,25000,1
1256,1,Ask,T-040,25000,1
1256,1,Ask,T-040,25000,1
1257,1,Ask,T-040,25000,1
1257,1,ClearAsk,T-001,0,0
1257,1,Ask,T-040,25000,1
1257,1,Ask,T-040,25000,1
1257,1,Ask,T-040,25000,1
1257,1,Ask,T-040,25000,1
1258,1,Ask,T-040,25000,1
1258,1,Ask,T-040,25000,1
1258,1,ClearBid,T-026,0,0
1258,1,Ask,T-040,25000,1
1258,1,Ask,T-040,25000,1
1258,1,Ask,T-040,25000,1
1258,1,Ask,T-040,25000,1
1259,1,Ask,T-040,25000,1
1259,1,Ask,T-040,25000,1
1259,1,Ask,T-040,25000,1
1259,1,Ask,T-040,25000,1
1259,1,Ask,T-040,25000,1
1259,1,Ask,T-040,25000,1
1260,1,Ask,T-040,25000,1
1260,1,Bid,T-001,25000,2
1260,1,Ask,T-040,25000,1
1260,1,Ask,T-040,25000,1
1260,1,Ask,T-040,25000,1
1260,1,Ask,T-040,25000,1
1260,1,Ask,T-040,25000,1
1261,1,Ask,T-040,25000,1
1261,1,Ask,T-040,25000,1
1261,1,Ask,T-040,25000,1
1261,1,Ask,T-040,25000,1
1261,1,Ask,T-040,25000,1
1261,1,Ask,T-040,25000,1
1262,1,Ask,T-040,25000,1
1262,1,Ask,T-040,25000,1
1262,1,Ask,T-040,25000,1
1262,1,Ask,T-040,25000,1
1262,1,Ask,T-040,25000,1
1262,1,Ask,T-040,25000,1
1263,1,Ask,T-040,25000,1
1263,1,Ask,T-040,25000,1
1263,1,Ask,T-040,25000,1
1263,1,Ask,T-040,25000,1
1264,1,Ask,T-040,25000,1
1264,1,Ask,T-040,25000,1
1264,1,Ask,T-040,25000,1
1264,1,Ask,T-040,25000,1
1265,1,Ask,T-040,25000,1
1265,1,Ask,T-040,25000,1
1265,1,Ask,T-040,25000,1
1267,1,Ask,T-040,25000,1
1267,1,Ask,T-040,25000,1
1267,1,Ask,T-040,25000,1
1267,1,Ask,T-040,25000,1
1267,1,Ask,T-040,25000,1
1268,1,Ask,T-040,25000,1
1268,1,Ask,T-040,25000,1
1268,1,Bid,T-038,20,6
1268,1,Ask,T-040,25000,1
1268,1,Ask,T-040,25000,1
1268,1,Bid,T-008,25000,100
1268,1,Ask,T-040,25000,1
1268,1,Ask,T-040,25000,1
1269,1,Ask,T-040,25000,1
1269,1,Ask,T-040,25000,1
1269,1,Ask,T-040,25000,1
1269,1,Ask,T-040,25000,1
1269,1,Ask,T-040,25000,1
1269,1,Ask,T-040,25000,1
1270,1,Ask,T-040,25000,1
1270,1,Ask,T-040,25000,1
1270,1,Ask,T-040,25000,1
1270,1,Ask,T-040,25000,1
1270,1,Ask,T-040,25000,1
1271,1,Ask,T-040,25000,1
1271,1,Ask,T-040,25000,1
1271,1,Ask,T-040,25000,1
1271,1,Bid,T-001,25000,2
1271,1,Ask,T-040,25000,1
1271,1,Ask,T-040,25000,1
1271,1,Ask,T-040,25000,1
1272,1,Ask,T-040,25000,1
1272,1,Ask,T-040,25000,1
1272,1,Ask,T-040,25000,1
1272,1,Ask,T-040,25000,1
1272,1,Ask,T-040,25000,1
1272,1,Ask,T-040,25000,1
1273,1,Ask,T-040,25000,1
1273,1,Ask,T-040,25000,1
1273,1,Ask,T-040,25000,1
1273,1,Ask,T-040,25000,1
1273,1,Ask,T-040,25000,1
1273,1,Ask,T-040,25000,1
1274,1,Ask,T-040,25000,1
1274,1,Ask,T-040,25000,1
1274,1,Ask,T-040,25000,1
1274,1,Ask,T-040,25000,1
1274,1,Ask,T-040,25000,1
1274,1,Ask,T-040,25000,1
1275,1,Ask,T-040,25000,1
1275,1,Ask,T-040,25000,1
1275,1,Ask,T-040,25000,1
1275,1,Ask,T-040,25000,1
1275,1,Ask,T-040,25000,1
1275,1,Ask,T-040,25000,1
1276,1,Ask,T-040,25000,1
1276,1,Ask,T-040,25000,1
1276,1,Ask,T-040,25000,1
1276,1,Ask,T-040,25000,1
1276,1,Ask,T-040,25000,1
1276,1,Ask,T-040,25000,1
1277,1,Ask,T-040,25000,1
1277,1,Ask,T-040,25000,1
1277,1,Ask,T-040,25000,1
1277,1,Ask,T-040,25000,1
1277,1,Ask,T-040,25000,1
1277,1,Ask,T-007,25000,-100
1278,1,Ask,T-040,25000,1
1278,1,Ask,T-040,25000,1
1278,1,Ask,T-040,25000,1
1278,1,Ask,T-040,25000,1
1278,1,Ask,T-040,25000,1
1278,1,Bid,T-007,25000,-100
1278,1,Ask,T-040,25000,1
1279,1,Ask,T-040,25000,1
1279,1,Ask,T-040,25000,1
1279,1,Ask,T-040,25000,1
1279,1,Ask,T-040,25000,1
1280,1,Bid,T-001,24999,2
1281,1,Ask,T-028,25000,1
1284,1,ClearAsk,T-014,0,0
1287,1,Bid,T-019,25000,63
1287,1,Bid,T-012,150,10
1288,1,ClearAsk,T-014,0,0
1289,1,ClearBid,T-014,0,0
1289,1,Ask,T-007,24999,-100
1290,1,Bid,T-007,24999,-100
1291,1,Bid,T-029,25000,1
1293,1,Bid,T-030,25000,2
1293,1,Ask,T-040,25000,1
1293,1,Bid,T-029,25000,1
1293,1,Ask,T-040,25000,1
1294,1,ClearBid,T-008,0,0
1294,1,Ask,T-040,25000,1
1294,1,Ask,T-040,25000,1
1294,1,Ask,T-040,25000,1
1294,1,Ask,T-040,25000,1
1294,1,Bid,T-029,25000,1
1294,1,Ask,T-040,25000,1
1294,1,Ask,T-040,25000,1
1295,1,Ask,T-040,25000,1
1295,1,Bid,T-029,25000,1
1295,1,Ask,T-040,25000,1
1295,1,Bid,T-029,25000,1
1295,1,Ask,T-040,25000,1
1295,1,Bid,T-029,25000,1
1295,1,Ask,T-040,25000,1
1295,1,Bid,T-029,25000,1
1295,1,Ask,T-040,25000,1
1295,1,Ask,T-040,25000,1
1295,1,Ask,T-040,25000,1
